1980,conversant,"adj.熟悉的,亲近的,有交情的",[kɔn'vəːsənt]
1981,conversation,"n.会话,说话,交谈",['kɔnvə'seiʃən]
1982,conversational,"adj.会话的,对话的,健谈的",[kɔnvə'seiʃənl]
1983,converse,"n.相反的事物,倒,逆向adj.相反的v.交谈","[kən'vəːs,'kɔnvəːs]"
1984,convert,"n.皈依者,改宗者v.使改变信仰,倒置v.皈依n.转换","[kən'vəːt,'kɔnvəːt]"
1985,convex,"adj.中凸的,凸面的n.凸状,凸透镜",['kɔnveks]
1986,convey,"v.传达,运输,转移",[kən'vei]
1987,conveyance,"n.运输,运输工具,财产让与",[kən'veiəns]
1988,conveyor,n.输送机，传送机；传送带；运送者，传播者,[kən'veiə]
1989,convict,"n.囚犯,罪犯v.宣告有罪,使知罪","[kən'vikt,'kɔnvikt]"
1990,conviction,"n.定罪,信服,坚信",[kən'vikʃən]
1991,convince,"v.说服,使相信",[kən'vins]
1992,convincingly,"adj.令人信服的,有力的,令人心悦诚服的",[kən'vinsiŋgli]
1993,convivial,"adj.酒宴的,欢宴的,欢乐的",[kən'viviəl]
1994,convoke,vt.召集,[kən'vəuk]
1995,convolute,"v.回旋,卷旋,盘旋adj.旋绕的",['kɔnvəluːt]
1996,coolly,"adv.沉着,自若",['kuːli]
1997,coolness,"n.冷,凉爽,冷静",['kuːlnis]
1998,coop,"n.小屋,鸡笼,捕鱼笼v.关进鸡舍,关进",[kup]
1999,cooperate,"v.合作,协力,配合",[kəu'ɔpəreit]
2000,cooperation,"n.合作,协力,合作社",[kəu'ɔpə'reiʃən]
2001,cooperative,"adj.合作的,协力的",[kəu'ɔpərətiv]
2002,coordinate,"n.同等的人物,坐标adj.同等的v.(使)协调",[kəu'ɔdinit]
2003,coordination,"n.同等,调和",[kəu'ɔːdi'neiʃən]
2004,cope,"v.竞争,对抗,克服n.长袍",[kəup]
2005,copepod,n.桡脚类的动物,['kəupəpɔd]
2006,copilot,n.副驾驶员,['kəupailət]
2007,copious,"adj.很多的,丰富的,广识的",['kəupjəs]
2008,copper,"n.铜,警察",['kɔpə]
2009,copperhead,"n.铜斑蛇,南北战争时同情南方的北方人",['kɔpəhed]
2010,copyist,"n.抄写员,模仿者",['kɔpiist]
2011,coquette,"n.风骚的女人,玩弄男人的女人","[kəu'ket,kɔ'ket]"
2012,coral,"n.珊瑚,珊瑚色",['kɔrəl]
2013,cord,"n.绳索,束缚",[kɔːd]
2014,cordial,"n.兴奋剂,补品adj.热忱的,诚恳的,兴奋的",['kɔːdjəl]
2015,cordon,"n.哨兵线,非常警戒线,饰带vt.用警戒线围住",['kɔːdn]
2016,core,"n.核心,果心,争论的核心v.挖…的核",[kɔː]
2017,cornucopia,n.聚宝盆,[kɔːnju'kəupiə]
2018,corollary,"n.系,推论,必然的结果",['kαːələri]
2019,coronary,"adj.冠的,花冠的,冠状的",['kαːrənəri]
2020,coronation,n.加冕礼,['kɔrə'neiʃən]
2021,corp,"n.公司,股份有限公司",[kɔp]
2022,corporate,n.组织,['kɔːpərit]
2023,corporation,"n.公司,合作,法人团体",['kɔːpə'reiʃən]
2024,corporeal,"adj.肉体的,有形的,物质的",[kɔː'pɔːriəl]
2025,corpulence,n.肥胖,['kɔːpjuləns]
2026,corpulent,"adj.肥大的,肥胖的",['kəːpjulənt]
2027,corrective,"adj.纠正的,改正的,矫正的n.改善法,中和物",[kə'rektiv]
2028,correctly,"v.改正,订正adv.正地,正确地,端正地",[kə'rektli]
2029,correlate,"n.有相互关系的东西,相关物v.使有相互关系",['kɔrileit]
2030,correlation,"n.相互关系,相关,关连",['kɔri'leiʃən]
2031,correspond,"v.符合,通信,相当",['kɔris'pɔnd]
2032,correspondence,"n.相符,通信,信件",['kɔris'pɔndəns]
2033,correspondent,"n.通讯记者,通信者",['kɔris'pɔndənt]
2034,corridor,"n.走廊,回廊",['kɔridɔː]
2035,corroborate,"v.使坚固,确证",[kə'rɔbəreit]
2036,corroboration,"n.使确实,确证,有确证的事实",[kərɔbə'reiʃən]
2037,corrode,"vt.使腐蚀,侵蚀,破坏vi.腐蚀,被侵蚀",[kə'rəud]
2038,corrosion,"n.⑴腐蚀,由腐蚀而产生的东西⑵侵蚀人心",[kə'rəuʒn]
2039,corrosive,"adj.腐蚀的,腐蚀性的,蚀坏的n.腐蚀物",[kə'rəusiv]
2040,corrugate,"vt.使起皱,成波状vi.缩成皱状adj.有皱的",['kɔrugeit]
2041,corrupt,"adj.腐败的,贪污的,败德的v.使腐烂,腐蚀",[kə'rʌpt]
2042,corruption,"n.腐败,堕落,贪污",[kə'rʌpʃən]
2043,cosmetic,n.化妆品adj.化妆用的,[kɔz'metik]
2044,cosmic,"adj.宇宙的,宇宙论的,有秩序的",['kɔzmik]
2045,cosmology,"n.宇宙哲学,宇宙论",[kɔz'mɔlədʒi]
2046,cosmopolitan,"adj.世界主义的,四海为家的n.世界主义者",['kɔzmə'pɔlitən]
2047,cosmos,"n.宇宙,大波斯菊",['kɔzmɔs]
2048,costly,"adj.昂贵的,奢华的,费用大的",['kɔstli]
2049,costume,"n.装束,服装",['kɔstjuːm]
2050,cote,"n.棚,窝,栏",[kəut]
2051,coterie,"n.同人,圈内人,伙伴",['kəutəri]
2052,couch,"n.长椅,睡椅,卧榻v.横躺,睡,暗示v.躺下",[kautʃ]
2053,council,"n.会议,评议会",['kaunsil]
2054,counsel,"n.商议,忠告,法律顾问v.商议,劝告",['kaunsəl]
2055,counselor,"n.顾问,参事,法律顾问",['kaunsələ]
2056,countenance,"n.面容,面部表情,支持",['kauntinəns]
2057,counteract,"v.抵消,阻碍,中和",['kauntə'rækt]
2058,counterappeal,n.[法律]抗告,['kauntərə'piːl]
2059,counterargument,"n.驳论,抗辩",['kauntə'raːgjumənt]
2060,counterattack,"n.逆袭,反击v.反攻,反击",['kauntər'ətæk]
2061,counterbalance,"v.使平均,使平衡,使弥补n.平衡量,平衡力",[kauntə'bæləns]
2062,counterclockwise,adj.反时针方向的adv.反时针方向,[kauntəklɔkwaiz]
2063,countercultural,adj.反主流文化的，反正统文化的,['kauntə'kʌltʃərəl]
2064,counterfeit,"n.赝品,伪造品adj.假冒的,假装的v.仿造,伪装",['kauntəfit]
2065,counterfeiter,"n.伪造者,货币伪造者,假造者",['kauntəfitə]
2066,countermand,"vt.取消,撤回n.反对命令,退定,取消",['kauntə'maːnd]
2067,counterpart,"n.副本,复本,配对物,相应物",['kauntəpaːt]
2068,counterpoint,"n.对位法,旋律配合,重复旋律",['kauntəpɔint]
2069,counterproductive,"adj.反效果的,招致反效果的",['kauntəprə'dʌktiv]
2070,countless,"adj.数不尽的,无数的",['kauntlis]
2071,county,"n.县,郡",['kaunti]
2072,courageous,"adj.勇敢的,大胆的,有胆量的",[kə'reidʒəs]
2073,courier,"n.送快信的,急差,旅行从仆n.居里",['kuriə]
2074,course,"n.课程,路线,道路,一道菜,过程v.追",[kɔːs]
2075,courteous,"adj.彬彬有礼,谦恭的",['kəːtjəs]
2076,courtly,"adj.谦恭的,礼让的,恳挚的",['kɔːtli]
2077,courtroom,"n.法庭,审判室",['kɔːtrum]
2078,courtship,"n.求爱,求婚,求爱时期",['kɔːtʃip]
2079,courtyard,"n.庭院,天井",['kɔːtjaːd]
2080,cousin,"n.堂兄弟姊妹,表兄弟姊妹",['kʌzn]
2081,covenant,"n.契约,盟约v.立契约,缔结盟约",['kʌvinənt]
2082,cover,"n.盖子,封面,藉口v.覆盖,掩饰,包括,保护",['kʌvə]
2083,coverage,"n.覆盖的范围,保险总额,新闻报道",['kʌvəridʒ]
2084,covert,"adj.隐蔽的,偷偷摸摸的,隐秘的n.树丛,隐藏处",[kʌvət]
2085,covertly,"adv.秘密地,悄悄地,偷偷摸摸地",['kʌvətli]
2086,covet,"v.妄想,垂涎",['kʌvit]
2087,covey,"n.群,一群,一队",['kʌvi]
2088,cowardice,n.懦弱,['kauədis]
2089,cowhand,n.⑴牧牛者⑵牛仔,['kau'hænd]
2090,coyote,"n.一种小狼,山狗",['kɔiəut]
2091,cozy,"adj.舒适的,安逸的,惬意的",['kəuzi]
2092,crab,"n.螃蟹,偏航,脾气乖戾的人v.破坏",[kræb]
2093,crack,"n.裂缝,爆裂声v.(使)爆裂",[kræk]
2094,crackle,"n.劈啪响,裂纹v.(使)发劈啪声",['krækl]
2095,cradle,"n.摇篮,发祥地,摇篮时代v.放在摇篮内,抚育",['kreidl]
2096,craft,"n.技艺,手艺,诡计v.巧手制作",[kraːft]
2097,craftiness,"n.狡猾,巧妙,熟练",['kræftinis]
2098,craftsman,"n.工匠,技工,手艺人",['kraːftsmən]
2099,crafty,"adj.狡诈的,诡计多端的,巧妙的",['kraːfti]
2100,crag,"n.峭壁,危岩",[kræg]
2101,cram,"v.塞满,填满,猛吃v.贪吃n.塞满",[kræm]
2102,cramp,"n.抽筋,铁箍adj.狭窄的,难解的v.使抽筋",[kræmp]
2103,crampon,"n.鞋底钉,攀登用鞋底钉,铁钓",['kræmpən]
2104,cranberry,n.曼越莓,['krænbəri]
2105,crane,"n.鹤,起重机v.伸颈v.伸颈看,退缩",[krein]
2106,crank,"adj.脾气暴躁的,易怒的n.曲柄,奇想v.装曲柄",[kræŋk]
2107,crass,"adj.粗鲁的,愚钝的,粗糙的,非常的",[kræs]
2108,crate,"n.板条箱,篓子",[kreit]
2109,crater,"n.火山口,喷火口,弹坑",['kreitə]
2110,crave,"v.渴望,热望,恳求",[kreiv]
2111,crawl,"n.爬行,匍匐而行,围栏v.爬行",[krɔːl]
2112,cream,"n.乳酪,奶油,面霜",[kriːm]
2113,creation,"n.创造,创作物,发明",[kri'eiʃən]
2114,creative,"adj.有创造力的,创作的,生产的",[kri'eitiv]
2115,creativity,"n.创造力,创造",[kriːei'tiviti]
2116,creator,"n.计算机,创建者",[kri'eitə]
2117,credence,"n.信用,祭器台,供桌,凭证",['kriːdəns]
2118,credential,"n.国书,凭据,印信",[kri'denʃəl]
2119,credibility,"n.可信用,确实性,可靠",['kredi'biliti]
2120,credible,"adj.可信的,可靠的",['kredəbl]
2121,creditor,n.债权人,['kreditə]
2122,credo,n.信条,['kriːdəu]
2123,credulity,"n.易信,轻信",[kri'djuːliti]
2124,creed,"n.教条,主义,纲领",[kriːd]
2125,creep,"n.爬,徐行,蠕动v.爬,蔓延,潜行",[kriːp]
2126,crescendo,n.声音渐增,[kriː'ʃendəu]
2127,crest,"n.冠,饰毛,顶部v.到达绝顶v.加以顶饰",[krest]
2128,crevice,n.裂缝,['krevis]
2129,crib,"n.婴儿小床,食槽,栅栏v.抄袭v.拘禁,关入栅栏",[krib]
2130,cripple,"n.跛者,残废v.使跛,使成残废,削弱adj.跛的",['kripl]
2131,crisis,"n.危机,危险期,紧要关头",['kraisis]
2132,crisp,"adj.脆的,新鲜的,活泼的v.(使)烘脆,(使)卷曲",[krisp]
2133,crisscross,n.十字形adj.十字形的adv.十字形地v.交叉往来,['kriskrɔs]
2134,criterion,"n.标准,准据,准则",[krai'tiəriən]
2135,critic,"n.批评家,鉴定家",['kritik]
2136,critical,"adj.批评的,决定性的,危险的,临界的",['kritikəl]
2137,criticism,"n.批评,评论,非难",['kritisizəm]
2138,criticize,"v.批评,吹毛求疵,非难",['kritisaiz]
2139,critique,"n.批评,批评法,评论",[kri'tiːk]
2140,crook,"n.钩,弯曲部分,恶棍v.使弯曲,诈骗v.弯曲",[kruk]
2141,crossbones,"n.pl.两条大腿骨交叉的图形,代表死亡",['krɔːs`bəunz]
2142,crossbreed,"n.杂种v.异种交配,培育杂种,(使)杂交",['krɔːsbriːd]
2143,crossfire,"n.交叉火焰,串流,串扰,串报,干扰",['krɔsfaiə]
2144,crossover,"n.转线路,天桥,交叉",['krɔsəuvə]
2145,crossword,n.纵横字谜,['krɔs`wəːd]
2146,crow,"n.啼叫,乌鸦,鸡鸣,撬棍v.啼叫,报晓",[krəu]
2147,crown,"n.王冠,王权,顶点v.使成王,加冕",[kraun]
2148,crucial,"adj.决定性的,重要的,严厉的",['kruːʃiəl]
2149,crude,"adj.天然的,未成熟的,粗糙的n.天然的物质",[kruːd]
2150,crudeness,"n.天然的状态,未成熟,生硬",['kruːdnis]
2151,cruelly,"adv.残忍地,残酷地,极",['kruəli]
2152,cruelty,"n.残酷,野蛮,残酷的行为",['kruəlti]
2153,cruise,"n.巡航,巡弋,漫游v.巡航,巡弋,漫游",[kruːz]
2154,crumb,"n.碎屑,面包心,少许v.捏碎,弄碎",[krʌm]
2155,crumble,"v.崩溃,破碎,灭亡v.弄碎n.面包屑",['krʌmbl]
2156,crumple,"v.弄皱,压皱v.崩溃,变皱",['krʌmpl]
2157,crush,"n.压碎,粉碎,迷恋v.压破,征服,挤入,弄皱",[krʌʃ]
2158,crust,"n.外壳,坚硬的外壳,面包皮v.盖以硬皮",[krʌst]
2159,crustacean,adj.甲壳类的n.甲壳类,[krʌs'teiʃiən]
2160,crux,"n.十字架形,关键,难题",[krʌks]
2161,cryptic,"adj.秘密的,神秘的,含义模糊的,隐藏的",['kriptik]
2162,crystal,"n.水晶,水晶装饰品,结晶adj.水晶的,透明的",['kristl]
2163,crystalline,"adj.水晶的,透明的,结晶性的",['kristəlain]
2164,crystallize,"vt.使结晶,使具体化,做成蜜饯vi.结晶,具体化",['kristəlaiz]
2165,cub,"n.幼兽,年轻人",[kʌb]
2166,cubicle,n.小卧室,['kjuːbikl]
2167,cubism,n.立体派,['kjuːbizm]
2168,cucumber,"n.黄瓜,胡瓜",['kjuːkʌmbə]
2169,cuddle,"n.搂抱,拥抱vt.抱着睡,拥抱vi.紧贴着身子睡",['kʌdl]
2170,cue,"n.开端,线索,发辫,长队,开始v.编发辫",[kjuː]
2171,cuisine,"n.烹调风格,烹调法,烹饪,厨房",[kwi'ziːn]
2172,culinary,"adj.厨房的,厨房用的,烹调用的",['kjuːlinəri]
2173,cull,"v.采,摘,拣n.拣开的东西,被排斥出来的动物",[kʌl]
2174,culminate,"vi.到绝顶,达于极点,达到高潮vt.使到绝顶",['kʌlmineit]
2175,culpable,"adj.该责备的,有罪的,不周到的",['kʌlpəbl]
2176,culprit,"n.犯人,罪犯,刑事被告",['kʌlprit]
2177,cult,"n.礼拜,礼拜式,祭仪,一群信徒",[kʌlt]
2178,cultivate,"v.培养,耕作",['kʌltiveit]
2179,cultivation,"n.教化,培养,耕作",['kʌlti'veiʃən]
2180,cultured,"adj.有教养的,有修养的,讲究的",['kʌltʃəd]
2181,culvert,"n.暗渠,阴沟,电线用地下管路",['kʌlvət]
2182,cumbersome,"adj.讨厌的,麻烦的,累赘的",['kʌmbəsəm]
2183,cumulative,adj.累积的,['kjumjuleitiv]
2184,cunning,"adj.狡猾的,巧妙的,可爱的",['kʌniŋ]
2185,cupidity,"n.贪心,贪婪",[kjuː'piditi]
2186,curable,"adj.可医治的,医得好的",['kjurəbl]
2187,curative,"adj.治病的,有治病效力的n.医药,治疗药",['kjuərətiv]
2188,curator,"n.馆长,主持者,监护人",['kjuə'reitə]
2189,curatorial,adj.医药的,[kjurə'tɔːriəl]
2190,curb,"n.抑制,勒马绳,边石v.抑制,束缚,勒住",[kəːb]
2191,curiosity,"n.好奇心,新奇的事物,珍品",['kjuəri'ɔsiti]
2192,curious,"adj.好奇的,求知的,古怪的",['kjuəriəs]
2193,curiously,adv.好奇地,['kjuəriəsli]
2194,curl,"n.卷曲,卷发v.弄卷v.卷曲,弯曲",[kəːl]
2195,curly,"adj.卷曲的,卷毛的,弯曲的",['kəːli]
2196,curmudgeon,"n.存心不良的人,难以取悦的人",[kəː'mʌdʒən]
2197,curse,"n.天罚,恶骂,诅咒v.诅咒,咒骂",[kəːs]
2198,cursive,"adj.草书的,草书体的n.草书,草书原稿",['kəːsiv]
2199,cursory,"adj.匆匆忙忙的,草率的,粗略的",['kəːsəri]
2200,curtail,"v.缩减,剥夺,简略",[kəː'teil]
2201,curvature,"n.屈曲,弯曲,曲率",['kəːvətʃə]
2202,curve,"n.曲线,弯曲,曲球vt.弯,使弯曲vi.成曲形",[kəːv]
2203,cushion,"n.垫子,橡皮软垫v.加垫褥,缓冲,掩盖",['kuʃən]
2204,cusp,"n.尖头,尖端,尖头",[kʌsp]
2205,cuss,"n.诅咒,坏话,家伙v.乱骂,咒骂",[kʌs]
2206,custodian,"n.管理人,保管人,监督人",[kʌs'tɔːdiən]
2207,customary,"adj.习惯的,惯常的,原来的",['kʌstəməri]
2208,customer,n.消费者,['kʌstəmə]
2209,customs,n.关税(风俗),['kʌstəmz]
2210,cutback,"n.重映,减少,剪修新芽",['kʌtbæk]
2211,cuticle,n.表皮,['kjuːtikl]
2212,cutlery,"n.[集合称](家庭用)刀类,金属餐具",['kʌtləri]
2213,cutoff,"n.近路,运河,新河道,关车,中止,切掉",['kʌtɔf]
2214,cyclist,n.骑脚踏车的,['saiklist]
2215,cyclone,"n.飓风,暴风",['saikləun]
2216,cylinder,"n.圆筒,圆筒状之物,汽缸n.柱面",['silində]
2217,cynical,"adj.愤世嫉俗的,讽刺的,冷嘲的",['sinikəl]
2218,cynicism,n.犬儒主义,['sinisizm]
2219,cynosure,"n.小熊座,北极星,众目之的",['sainəʃuə]
2220,dabble,"v.玩水,泼溅,涉猎v.溅湿",['dæbl]
2221,dairy,"n.乳酪农场,酪农业,牛奶场",['dεəri]
2222,dais,"n.台,讲台",['deiis]
2223,dalliance,"n.调戏,调情",['dæliəns]
2224,damage,"n.损害,伤害v.损害",['dæmidʒ]
2225,damp,"n.湿气adj.潮湿的v.使潮湿,抑止,衰减",[dæmp]
2226,dampen,"v.弄湿,使衰减v.变湿,丧气",['dæmpən]
2227,dangerously,adv.危险地,['deindʒərəsli]
2228,dangle,vi.摇晃地悬挂着,['dæŋgl]
2229,dank,"adj.透水的,潮湿的",[dæŋk]
2230,dapper,"adj.整洁的,整齐的,短小精悍的",['dæpə]
2231,dapple,"n.斑纹,花马adj.有斑纹的",['dæpl]
2232,daredevil,"n.铤而走险的人,不怕死的人adj.蛮勇的",['dεədevl]
2233,daringly,adv.毅然地；大胆地,['dεəriŋli]
2234,dart,"n.飞镖,投射v.投射v.疾走,突进",[daːt]
2235,dash,"n.冲撞,破折号v.猛掷,冲撞,泼溅,使沮丧",[dæʃ]
2236,daub,"vt/vi.涂抹,画拙劣的画,弄脏n.劣画",[dɔːb]
2237,daunt,"v.威吓,难倒,使气馁",[dɔːnt]
2238,dauntless,"adj.不屈不挠的,大胆的",['dɔːntlis]
2239,davenport,"n.一种书桌,兼做卧床的长椅",['dævnpɔːt]
2240,dawdle,"vi/vt.游手好闲,混日子",['dɔːdl]
2241,daybreak,"n.黎明,拂晓",['deibreik]
2242,daze,"v.使茫然,发昏,使眼花缭乱n.迷乱",[deiz]
2243,dazzle,v.(使)眼花n.耀眼,['dæzl]
2244,deadhead,"n.免费乘客,免费入场者",['dedhed]
2245,deadlock,"n.僵局,停顿vt/vi.(使)停顿,(使)相持不下",['dedlɔk]
2246,deafen,v.使聋v.变聋,['defn]
2247,deal,"n.交易,协定v.处理,分配,发牌,给予",[diːl]
2248,dealer,"n.经销商,商人",['diːlə]
2249,dean,"n.院长,主持牧师",[diːn]
2250,dearth,"n.缺乏,粮食不足,饥谨",[dəːθ]
2251,deathbed,"n.临死所卧之床,临终之时",['deθbed]
2252,debacle,"n.崩溃,溃裂",[dei'bαːkl]
2253,debase,"v.贬低,降低",[di'beis]
2254,debatable,"adj.可争论的,成问题的,未决定的",[di'beitəbl]
2255,debate,"n.辩论,讨论v.争论,辩论",[di'beit]
2256,debauch,vt.使堕落vi.放荡n.放荡,[di'bɔːtʃ]
2257,debilitate,v.使衰弱,[di'bilə'tet]
2258,debonair,"adj.殷勤的,高兴的",[debə'nεə]
2259,debris,"n.碎片,残骸",[də'briː]
2260,debtor,"n.债务人,借主,借方",['detə]
2261,debunk,"v.揭穿,暴露,拆穿假面具",['diː'bʌŋk]
2262,debut,n.初次登场,['deibjuː]
2263,debutante,n.上流社会里轻薄的年轻女子,['debjuːtaːnt]
2264,decadence,n.颓废,[di'kedns]
2265,decadent,"adj.衰微的,颓废的n.颓废派",['dekədənt]
2266,decapitate,"vt.斩首,杀头,开革",[di'kæpəteit]
2267,decay,"n.衰退,腐败v.(使)衰退,(使)腐败",[di'kei]
2268,deceit,"n.欺骗,谎言",[di'siːt]
2269,deceitful,adj.欺诈的,[di'siːtful]
2270,deceive,"v.欺骗,行骗",[di'siːv]
2271,decelerate,vt/vi.(使)减速,[diː'seləreit]
2272,decency,"n.得体,礼貌,正派",['diːsənsi]
2273,decent,"adj.有分寸的,得体的,大方的",['diːsnt]
2274,deception,"n.欺骗,诡计",[di'sepʃən]
2275,deceptive,"adj.迷惑的,虚伪的,欺诈的",[di'sεptiv]
2276,decibel,n.分贝,['desibel]
2277,decidedly,"adv.⑴确实地,显然,绝对⑵断然,毅然",[di'saididli]
2278,deciduous,"adj.每年落叶的,非永久性的",[di'sidjuəs]
2279,decimal,"adj.十进位的,小数的n.十进制,小数点",['desiməl]
2280,decimate,"v.每十人杀一人,大批杀害",[desi'meit]
2281,decimation,"n.每十人杀一人,大批杀害",[desi'meiʃən]
2282,decipher,"v.译解,解释n.密电译文",[di'saifə]
2283,decision,"n.决定,决心,决断力",[di'siʒən]
2284,decisive,"adj.决定性的,坚定的,果断的",[di'saisiv]
2285,deck,"n.甲板,覆盖物v.装饰,打扮装甲板",[dek]
2286,declaim,"v.巧辩,演讲,朗读",[di'kleim]
2287,declaration,"n.宣告,说明,宣布",['deklə'reiʃən]
2288,declare,"v.宣布,声明,申报,断言",[di'klεə]
2289,decline,"n.衰微,跌落,下降v.使降低v.下降,衰落",[di'klain]
2290,declivity,"n.倾斜,下坡",[di'klivəti]
2291,decode,"v.解码,译解",['diː'kəud]
2292,decollete,adj.<女装>露出颈部和肩部的,[dei'kɔltei]
2293,decompose,"v.分解,(使)腐烂",['diːkəm'pəuz]
2294,decomposer,n.分解者,[`diːkəm'pəuzə]
2295,decomposition,"n.分解,腐败,变质",[diːkɔmpə'ziʃən]
2296,decor,n.装饰,['deikɔː]
2297,decorate,v.装饰,['dekəreit]
2298,decoration,"n.装饰,装饰品",['dekə'reiʃən]
2299,decorative,adj.装饰的,['dekərətiv]
2300,decorous,"adj.有礼貌的,高雅的,端正的",['dekərəs]
2301,decorum,"n.端正,礼貌合宜,礼仪",[di'kɔːrəm]
2302,decoy,"n.圈套,诱骗vt.诱骗",[di'kɔi]
2303,decree,"n.法令,判决,圣旨v.颁布,判决v.发布命令",[di'kriː]
2304,decrepit,adj.衰老的,[di'krepit]
2305,decrepitude,"n.衰老,老耄,老朽",[di'krepitjuːd]
2306,decry,"v.责难,诽谤,诋毁",[di'krai]
2307,dedicate,"v.献出,贡献",['dedikeit]
2308,dedication,"n.奉献,致力,献辞",[dedi'keiʃən]
2309,deduce,"v.推论,演绎出",[di'djuːs]
2310,deducible,adj.可推论的,[di'djuːsəbl]
2311,deduction,"n.减除,扣除,减除额,推论",[di'dʌkʃən]
2312,deductive,"adj.推论的,演绎的",[di'dʌktiv]
2313,deem,"v.认为,相信",[diːm]
2314,deface,v.损伤外观,[di'fes]
2315,defame,"v.诽谤,中伤,破坏名誉",[di'fem]
2316,defeatist,n.失败主义者,[di'fiːtist]
2317,defecate,"v.除去污物,澄清,净清v.澄清,排便",['defəkeit]
2318,defect,n.缺点,[di'fekt]
2319,defection,"n.背叛,脱党,离会",[di'fεkʃən]
2320,defective,"adj.有缺陷的,欠缺的n.有缺陷的人",[di'fektiv]
2321,defendant,n.被告,[di'fendənt]
2322,defender,"n.防卫者,拥护者,辩护者",[di'fendə]
2323,defense,"n.防卫,防卫物",[di'fens]
2324,defenseless,adj.无防备的,[di'fenslis]
2325,defensibility,"n.可防卫性,防卫的可能性",[difensi'biliti]
2326,defensible,"adj.可防卫的,可拥护的,可辩护的",[di'fensəbl]
2327,defensive,"adj.防卫的,防备用的,辩护的n.守势",[di'fensiv]
2328,defer,"v.推迟,延期,听从v.使推迟,使延期",[di'fəː]
2329,deference,"n.顺从,尊重",['dεfərəs]
2330,deferential,adj.恭敬的,[defə'renʃəl]
2331,deferment,"n.迁延,延期,展缓",[di'fəːmənt]
2332,defiance,"n.蔑视,挑衅",[di'faiəns]
2333,defiant,"adj.挑衅的,目中无人的",[di'faiənt]
2334,defiantly,"adv.挑战地,对抗地",[di'faiəntli]
2335,deficiency,"n.缺乏,不足",[di'fiʃənsi]
2336,deficient,"adj.不足的,不充分的,有缺陷的",[di'fiʃənt]
2337,deficit,"n.赤字,不足额",['difisit]
2338,defile,"v.弄脏,污损,败坏v.以纵队前进n.隘路,狭谷",[di'fail]
2339,definable,"adj.可解说的,可下定义的,可解释的",[di'fainəbl]
2340,definite,"adj.明确的,一定的",['definit]
2341,definitely,"adv.明确地,明白地,确实地",['definitli]
2342,definition,"n.定义,精确度,清晰度",['defi'niʃən]
2343,definitive,"n.限定词adj.限定的,决定性的",[di'finitiv]
2344,deflate,"v.放气,抽出空气,使缩小v.缩小",[di'fleit]
2345,deflation,"n.放气,缩小",[di'fleiʃən]
2346,deflect,"v.打歪,使偏斜v.偏斜",[di'flekt]
2347,deflection,"n.歪斜,偏,偏向",[di'flekʃən]
2348,defoliate,vt/vi.(使)落叶,[difəuli'eit]
2349,deform,"v.使残缺,使变形v.变形",[di'fɔːm]
2350,deformation,"n.毁坏,改丑,畸形",['diːfɔː'meiʃən]
2351,deformity,"n.残缺,畸形,残障者",[di'fɔːmiti]
2352,defray,"vt.支付,支出",[di'frei]
2353,defrost,v.除霜v.解冻,[diː'frɔːst]
2354,deft,"adj.敏捷熟练的,灵巧的",[deft]
2355,defunct,"adj.死的,非现存的n.死者",[di'fʌŋkt]
2356,defuse,v.去掉…的雷管,[diː'fjuːz]
2357,defy,"v.藐视,挑衅,使落空n.挑战",[di'fai]
2358,degenerate,"adj.堕落的vi.退化,堕落vt.使变质,使退化",[di'dʒenəreit]
2359,degeneration,"n.退化,恶化,堕落",[didʒenə'reiʃən]
2360,degradation,"n.降格,堕落,退化",['degrə'deiʃən]
2361,degrade,"v.(使)降级,(使)堕落,(使)退化",[di'greid]
2362,dehumanize,"vt.剥夺…的人性,使…无人性",['diː'hjuːmənaiz]
2363,dehydrate,v.(使)脱水,[diː'haidreit]
2364,dehydration,n.脱水,[diːhai'dreiʃən]
2365,deify,"v.奉为神,祀为神,敬如神",['diːifai]
2366,deign,v.屈尊v.赐予,[dein]
2367,deity,"n.神,神性",['diːiti]
2368,deject,"v.使沮丧,使灰心",[di'dʒekt]
2369,dejection,"n.沮丧,粪便",[di'dʒekʃən]
2370,delay,"n.耽搁,迟滞v.耽搁,延迟v.延迟",[di'lei]
2371,delectable,"adj.快乐的,可喜的,愉快的",[di'lektəbl]
2372,delegate,n.代表v.委派…为代表,['deligeit]
2373,deleterious,"adj.有害于,有毒的",['dεlə'tiriəs]
2374,deletion,"n.删除,删除部分",[di'liːʃən]
2375,deliberate,"adj.深思熟虑的,故意的,从容的v.仔细考虑",[di'libərit]
2376,deliberately,adv.故意地,[di'libəritli]
2377,deliberation,"n.熟虑,熟思,协议",[di'libə'reiʃən]
2378,delicacy,"n.细软,精致,娇气,微妙,棘手",['delikəsi]
2379,delicately,"adv.优美地,精致地",['delikətli]
2380,delight,"n.高兴,愉快v.使高兴,乐于v.喜爱",[di'lait]
2381,delightedly,"adv.高兴地,欢喜地",[di'laitidli]
2382,delightful,"adj.令人愉快的,可喜的",[di'laitful]
2383,delimit,"v.定界限,划界",[diː'limit]
2384,delineate,"v.描绘…的轮廓,描绘,描写",[di'linieit]
2385,delinquency,"n.行为不良,错失",[di'liŋkwənsi]
2386,delinquent,"n.行为不良的人,流氓adj.有过失的",[di'liŋkwənt]
2387,delirious,"adj.神志昏迷的,发狂的",[di'liriəs]
